Times,Euclidean Distance [m],Mahalanobis Distance [m],Pc
764387999.0002314,4951.903341363881,103.04868597840073,0.0
764387999.0003314,4951.40826657208,105.33066673733863,0.0
764387999.0004314,4950.913191780467,103.53405292569191,0.0
764387999.0005314,4950.418116989042,103.78063298116979,0.0
764387999.0006315,4949.923042197725,102.20392684689102,0.0
764387999.0007315,4949.427967406675,101.72560236930283,0.0
764387999.0008315,4948.932892616009,102.00940566050866,0.0
764387999.0009315,4948.437817825334,101.79492054676383,0.0
764387999.0010315,4947.942743034731,103.26642236605005,0.0
764387999.0011315,4947.447668244433,102.62847583490809,0.0
764387999.0012316,4946.952593454323,100.78003834424418,0.0
764387999.0013316,4946.457518664321,105.42202987424368,0.0
764387999.0014316,4945.962443874586,102.69951870476407,0.0
764387999.0015316,4945.4673690850395,104.89500972554607,0.0
764387999.0016316,4944.972294295914,104.34154514798495,0.0
764387999.0017316,4944.477219506666,103.62050777201208,0.0
764387999.0018317,4943.982144717685,104.2075619343818,0.0
764387999.0019317,4943.487069928891,103.90492560798172,0.0
764387999.0020317,4942.991995140286,99.24040194678254,0.0
764387999.0021317,4942.496920351791,105.0376746726266,0.0
764387999.0022317,4942.001845563564,103.8554726261605,0.0
764387999.0023317,4941.506770775721,101.52377704919351,0.0
764387999.0024318,4941.011695988103,101.71326349127911,0.0
764387999.0025318,4940.516621200325,104.36957510880092,0.0
764387999.0026318,4940.021546412852,98.48063620398011,0.0
764387999.0027318,4939.526471625569,101.58957010507369,0.0
764387999.0028318,4939.031396838394,100.44047625481824,0.0
764387999.0029318,4938.536322051489,105.29086634131973,0.0
764387999.0030318,4938.041247264772,101.88038993117574,0.0
764387999.0031319,4937.546172478477,104.77623016085086,0.0
764387999.0032319,4937.051097692059,98.15363921366658,0.0
764387999.0033319,4936.556022905909,102.62650074257658,0.0
764387999.0034319,4936.060948119949,105.12746836235283,0.0
764387999.0035319,4935.565873334178,103.7659767035571,0.0
764387999.003632,4935.07079854848,100.48422894718179,0.0
764387999.003732,4934.575723763088,102.42669225480576,0.0
764387999.003832,4934.080648977848,105.19590032331561,0.0
764387999.003932,4933.585574193067,101.35076578596221,0.0
764387999.004032,4933.090499408244,98.32212299353951,0.0
764387999.004132,4932.59542462361,100.38448340874346,0.0
764387999.004232,4932.100349839166,104.32619288206547,0.0
764387999.0043321,4931.6052750548315,103.76001722383558,0.0
764387999.0044321,4931.110200270768,103.23797200798982,0.0
764387999.0045321,4930.615125486893,102.29466910800352,0.0
764387999.0046321,4930.120050703207,98.31745226665457,0.0
764387999.0047321,4929.624975919866,95.39750339512558,0.0
764387999.0048321,4929.129901136561,101.80479801264622,0.0
764387999.0049322,4928.6348263534455,102.89817446439814,0.0
764387999.0050322,4928.139751570522,99.46800322463551,0.0
764387999.0051322,4927.6446767876705,97.8018350050155,0.0
764387999.0052322,4927.149602005127,93.87408832962925,0.0
764387999.0053322,4926.654527222736,101.49768809949903,0.0
764387999.0054322,4926.159452440493,102.9911126009637,0.0
764387999.0055323,4925.66437765852,102.8788267467369,0.0
764387999.0056323,4925.169302876738,102.78018769907598,0.0
764387999.0057323,4924.674228095146,102.0754497733062,0.0
764387999.0058323,4924.179153313665,100.3272507528128,0.0
764387999.0059323,4923.684078532454,99.5290564466016,0.0
764387999.0060323,4923.189003751435,99.1346559207069,0.0
764387999.0061324,4922.693928970605,103.94930370622502,0.0
764387999.0062324,4922.198854189888,99.50780762728539,0.0
764387999.0063324,4921.70377940944,104.23908284735687,0.0
764387999.0064324,4921.208704629147,104.6513553769187,0.0
764387999.0065324,4920.713629849081,103.19094079236295,0.0
764387999.0066324,4920.218555069091,101.49109176312747,0.0
764387999.0067325,4919.723480289407,100.61296009476528,0.0
764387999.0068325,4919.228405509879,101.04212136248029,0.0
764387999.0069325,4918.7333307305,103.5167614749247,0.0
764387999.0070325,4918.238255951389,99.29678428953744,0.0
764387999.0071325,4917.743181172472,104.40283136307195,0.0
764387999.0072325,4917.248106393745,104.05294231637363,0.0
764387999.0073326,4916.753031615131,104.34200959247705,0.0
764387999.0074326,4916.257956836787,104.46999032400996,0.0
764387999.0075326,4915.762882058635,101.2379426358164,0.0
764387999.0076326,4915.267807280675,102.74519663625746,0.0
764387999.0077326,4914.772732502826,100.60827924990258,0.0
764387999.0078326,4914.277657725017,97.13583009289079,0.0
764387999.0079327,4913.782582947595,98.45397970612021,0.0
764387999.0080327,4913.287508170401,97.47397430390272,0.0
764387999.0081327,4912.792433393364,100.45504254906997,0.0
764387999.0082327,4912.297358616554,103.09250182623579,0.0
764387999.0083327,4911.802283839937,103.56903895827186,0.0
764387999.0084327,4911.307209063433,100.10180276470113,0.0
764387999.0085328,4910.812134287201,90.85399177681988,0.0
764387999.0086328,4910.317059510927,101.92982577319401,0.0
764387999.0087328,4909.821984735078,100.6057692204432,0.0
764387999.0088328,4909.326909959344,102.60706798031593,0.0
764387999.0089328,4908.831835183881,96.54310226951208,0.0
764387999.0090328,4908.336760408609,97.20803410647693,0.0
764387999.0091329,4907.841685633531,98.833922416642,0.0
764387999.0092329,4907.346610858565,103.84464498542101,0.0
764387999.0093329,4906.851536083872,103.78300521044483,0.0
764387999.0094329,4906.356461309101,95.83370579291267,0.0
764387999.0095329,4905.861386534715,101.65706740037028,0.0
764387999.009633,4905.366311760563,101.83149092923605,0.0
764387999.009733,4904.871236986641,102.70991034692732,0.0
764387999.009833,4904.376162212911,101.02988359509644,0.0
764387999.009933,4903.881087439296,103.38030401702427,0.0
764387999.010033,4903.386012665953,101.76006268917439,0.0
764387999.010133,4902.89093789257,104.40509489783531,0.0
764387999.010233,4902.39586311938,98.75511244490866,0.0
764387999.0103331,4901.900788346537,103.17467075440025,0.0
764387999.0104331,4901.405713573967,103.98598288774666,0.0
764387999.0105331,4900.91063880159,103.77094239445564,0.0
764387999.0106331,4900.415564029406,100.44501266552693,0.0
764387999.0107331,4899.920489257379,103.91957904815321,0.0
764387999.0108331,4899.425414485582,102.41425253347376,0.0
764387999.0109332,4898.930339713709,96.93133132357016,0.0
764387999.0110332,4898.435264941988,100.80745323649595,0.0
764387999.0111332,4897.940190170772,100.50506527493053,0.0
764387999.0112332,4897.445115399751,99.54283802656639,0.0
764387999.0113332,4896.950040628923,104.16106948978928,0.0
764387999.0114332,4896.454965858209,98.91878185656944,0.0
764387999.0115333,4895.9598910877685,100.51491284830007,0.0
764387999.0116333,4895.46481631729,100.93819014300983,0.0
764387999.0117333,4894.969741547004,100.93495842527696,0.0
764387999.0118333,4894.474666777067,104.07290333147401,0.0
764387999.0119333,4893.979592007403,102.4507464261558,0.0
764387999.0120333,4893.484517237933,97.63460247321512,0.0
764387999.0121334,4892.989442468657,101.9219395812665,0.0
764387999.0122334,4892.494367699539,101.02504432137258,0.0
764387999.0123334,4891.999292930653,103.76550808536804,0.0
764387999.0124334,4891.504218161691,101.72616983560775,0.0
764387999.0125334,4891.009143392881,102.01733212334554,0.0
764387999.0126334,4890.514068624578,100.99533622368939,0.0
764387999.0127335,4890.018993856469,103.52021834821403,0.0
764387999.0128335,4889.523919088555,99.35259367603686,0.0
764387999.0129335,4889.028844320756,103.0545249078367,0.0
764387999.0130335,4888.533769553233,104.25330985354967,0.0
764387999.0131335,4888.038694785903,97.3612434085209,0.0
764387999.0132335,4887.543620018536,99.17686091182966,0.0
764387999.0133336,4887.048545251284,103.16560860942401,0.0
764387999.0134336,4886.5534704845395,99.71317917235078,0.0
764387999.0135336,4886.058395717953,93.46879584676621,0.0
764387999.0136336,4885.56332095152,102.45214605571408,0.0
764387999.0137336,4885.068246185324,100.20430603377676,0.0
764387999.0138336,4884.573171419361,98.24137301214122,0.0
764387999.0139337,4884.078096653359,103.88966157507352,0.0
764387999.0140337,4883.583021887474,101.18263015755544,0.0
764387999.0141337,4883.087947121865,100.83192042876732,0.0
764387999.0142337,4882.592872356683,102.972086301245,0.0
764387999.0143337,4882.097797591697,103.99357111954454,0.0
764387999.0144337,4881.602722826827,99.09300548085184,0.0
764387999.0145338,4881.107648062231,102.64665576913286,0.0
764387999.0146338,4880.612573297833,103.74538339205458,0.0
764387999.0147338,4880.117498533396,103.60374889302572,0.0
764387999.0148338,4879.622423769157,102.02665791307987,0.0
764387999.0149338,4879.127349005112,103.9435601557969,0.0
764387999.0150338,4878.6322742414595,97.13406882394987,0.0
764387999.0151339,4878.137199477961,102.92647487163005,0.0
764387999.0152339,4877.642124714701,94.67936250730814,0.0
764387999.0153339,4877.147049951674,99.38062783300812,0.0
764387999.0154339,4876.651975188843,99.75466377491759,0.0
764387999.0155339,4876.156900425896,100.95036616812581,0.0
764387999.015634,4875.6618256632255,103.78722254424511,0.0
764387999.015734,4875.16675090075,96.08713586065159,0.0
764387999.015834,4874.671676138705,99.36757519265853,0.0
764387999.015934,4874.176601376777,102.20750796503395,0.0
764387999.016034,4873.681526615125,100.3341574931348,0.0
764387999.016134,4873.1864518536695,98.17177211354102,0.0
764387999.016234,4872.691377092099,99.99835761441705,0.0
764387999.016334,4872.196302330767,100.59585466722072,0.0
764387999.0164341,4871.70122756967,102.6161378540847,0.0
764387999.0165341,4871.2061528087315,102.1310729688668,0.0
764387999.0166341,4870.711078048181,103.0202200729712,0.0
764387999.0167341,4870.2160032879065,103.14515597446103,0.0
764387999.0168341,4869.7209285278295,103.2664464931655,0.0
764387999.0169342,4869.225853767949,102.56605141774556,0.0
764387999.0170342,4868.730779007954,103.27363093372841,0.0
764387999.0171342,4868.235704248236,101.01667109492132,0.0
764387999.0172342,4867.740629488715,98.64160420470292,0.0
764387999.0173342,4867.245554729392,103.6079519031445,0.0
764387999.0174342,4866.750479970419,99.25271769928419,0.0
764387999.0175343,4866.255405211724,100.3306068658924,0.0
764387999.0176343,4865.760330453225,102.04741456540619,0.0
764387999.0177343,4865.265255694845,101.60227542778912,0.0
764387999.0178343,4864.770180936473,102.18693657906724,0.0
764387999.0179343,4864.275106178334,99.25561205204761,0.0
764387999.0180343,4863.780031420357,96.52236455373675,0.0
764387999.0181344,4863.2849566625355,102.84746983282216,0.0
764387999.0182344,4862.789881905223,100.45988096696004,0.0
764387999.0183344,4862.29480714811,103.64329248313283,0.0
764387999.0184344,4861.799732391194,97.78545559517875,0.0
764387999.0185344,4861.304657634165,100.92497336535925,0.0
764387999.0186344,4860.809582877413,100.35602085321624,0.0
764387999.0187345,4860.3145081208595,101.76887703032813,0.0
764387999.0188345,4859.819433364503,102.03606708248715,0.0
764387999.0189345,4859.324358608346,98.16001767373731,0.0
764387999.0190345,4858.82928385262,103.2989742697719,0.0
764387999.0191345,4858.3342090970555,98.7233061626933,0.0
764387999.0192345,4857.839134341648,102.81413425581611,0.0
764387999.0193346,4857.344059586248,103.42645156546587,0.0
764387999.0194346,4856.848984831083,95.21659289426255,0.0
764387999.0195346,4856.353910076117,99.33127571456845,0.0
764387999.0196346,4855.85883532127,99.14985654967573,0.0
764387999.0197346,4855.363760566702,101.55376652006984,0.0
764387999.0198346,4854.868685812566,100.79171151394428,0.0
764387999.0199347,4854.373611058628,101.16615392660336,0.0
764387999.0200347,4853.87853630481,100.92941341274704,0.0
764387999.0201347,4853.383461551038,102.97354557271073,0.0
764387999.0202347,4852.888386797465,99.12922210408219,0.0
764387999.0203347,4852.3933120440115,101.96188887243267,0.0
764387999.0204347,4851.898237290837,100.78137410149792,0.0
764387999.0205348,4851.403162537861,102.00268086400135,0.0
764387999.0206348,4850.908087785281,103.25601388509406,0.0
764387999.0207348,4850.4130130328585,102.22088078039295,0.0
764387999.0208348,4849.917938280444,99.66472693753461,0.0
764387999.0209348,4849.422863528267,103.29095953385313,0.0
764387999.0210348,4848.927788776289,99.31622033061313,0.0
764387999.0211349,4848.432714024431,102.14367957648881,0.0
764387999.0212349,4847.937639272854,102.75093549559095,0.0
764387999.0213349,4847.442564521708,103.09439687678034,0.0
764387999.0214349,4846.947489770761,100.51217379014025,0.0
764387999.0215349,4846.452415019937,102.92975561120005,0.0
764387999.0216349,4845.957340269158,99.98600592550925,0.0
764387999.021735,4845.462265518579,102.34356680464158,0.0
764387999.021835,4844.967190768121,100.77751215023662,0.0
764387999.021935,4844.472116017905,103.03716117755026,0.0
764387999.022035,4843.977041267927,101.07808190789851,0.0
764387999.022135,4843.481966518345,103.08515010566029,0.0
764387999.022235,4842.986891768922,100.35648211872342,0.0
764387999.022335,4842.49181701974,98.70902841153628,0.0
764387999.0224351,4841.996742270563,99.89916655202865,0.0
764387999.0225351,4841.5016675215875,102.13349798413455,0.0
764387999.0226351,4841.006592772733,102.51669482215995,0.0
764387999.0227351,4840.511518024158,99.92263230603328,0.0
764387999.0228351,4840.016443275785,102.55940978528324,0.0
764387999.0229352,4839.521368527844,101.34492631314156,0.0
764387999.0230352,4839.026293780104,102.2712676956536,0.0
764387999.0231352,4838.531219032333,103.0153119946632,0.0
764387999.0232352,4838.0361442847625,100.69362774423624,0.0
764387999.0233352,4837.541069537314,100.79619495995989,0.0
764387999.0234352,4837.045994790109,99.84442024604859,0.0
764387999.0235353,4836.550920043142,103.11066349035747,0.0
764387999.0236353,4836.055845296339,102.46487188621059,0.0
764387999.0237353,4835.560770549928,100.19441796152682,0.0
764387999.0238353,4835.065695803797,99.05284999689991,0.0
764387999.0239353,4834.570621057635,99.48380448740274,0.0
764387999.0240353,4834.075546311675,102.72186128985601,0.0
764387999.0241354,4833.580471565837,98.98676400108917,0.0
764387999.0242354,4833.08539682028,103.01416450154339,0.0
764387999.0243354,4832.590322074924,102.06239752147508,0.0
764387999.0244354,4832.095247329691,102.39044594510264,0.0
764387999.0245354,4831.600172584971,100.8143148408251,0.0
764387999.0246354,4831.105097840454,102.84652394416263,0.0
764387999.0247355,4830.6100230959055,96.0040029953282,0.0
764387999.0248355,4830.11494835148,101.07358516226144,0.0
764387999.0249355,4829.619873607298,101.1880032693657,0.0
764387999.0250355,4829.124798863357,99.49951738989998,0.0
764387999.0251355,4828.62972411958,99.799083371602,0.0
764387999.0252355,4828.134649375962,102.51003483578324,0.0
764387999.0253356,4827.63957463286,102.54445595897177,0.0
764387999.0254356,4827.144499889727,99.91460811243893,0.0
