,Time,ax SRP [m/s^2],ay SRP [m/s^2],az SRP [m/s^2],rx Sun [m],ry Sun [m],rz Sun [m]
0,764294400.0,-5.94663654328407e-08,-9.725450616937574e-10,-4.319671645502745e-10,149005523702.9988,2436916821.5956507,1082384859.2025578
1,764294410.0,-5.946637565891605e-08,-9.726641784486515e-10,-4.320209401667643e-10,149005502115.52097,2437214521.544356,1082519262.367663
2,764294420.0,-5.9466385874536396e-08,-9.727833102272944e-10,-4.3207470052755846e-10,149005480539.55505,2437512259.566205,1082653627.4951503
3,764294430.0,-5.9466396079667265e-08,-9.729024570110474e-10,-4.3212844561796827e-10,149005458975.1455,2437810035.616825,1082787954.5493023
4,764294440.0,-5.9466406274274385e-08,-9.730216187812569e-10,-4.321821754233192e-10,149005437422.3366,2438107849.651797,1082922243.4944339
5,764294450.0,-5.9466416458323385e-08,-9.731407955192479e-10,-4.322358899289481e-10,149005415881.17267,2438405701.6266522,1083056494.2948902
6,764294460.0,-5.9466426631779966e-08,-9.732599872063259e-10,-4.3228958912020506e-10,149005394351.69803,2438703591.4968743,1083190706.9150496
7,764294470.0,-5.9466436794609785e-08,-9.733791938237773e-10,-4.3234327298245234e-10,149005372833.957,2439001519.217899,1083324881.3193212
8,764294480.0,-5.946644694677853e-08,-9.734984153528683e-10,-4.323969415010642e-10,149005351327.99387,2439299484.7451124,1083459017.4721446
9,764294490.0,-5.946645708825186e-08,-9.736176517748447e-10,-4.3245059466142774e-10,149005329833.853,2439597488.033853,1083593115.337993
10,764294500.0,-5.946646721899539e-08,-9.737369030709327e-10,-4.3250423244894196e-10,149005308351.57874,2439895529.0394125,1083727174.88137
11,764294510.0,-5.9466477338974943e-08,-9.738561692223417e-10,-4.3255785484901985e-10,149005286881.21527,2440193607.7170315,1083861196.0668106
12,764294520.0,-5.946648744815608e-08,-9.739754502102565e-10,-4.3261146184708475e-10,149005265422.807,2440491724.021902,1083995178.8588822
13,764294530.0,-5.9466497546504586e-08,-9.740947460158463e-10,-4.326650534285743e-10,149005243976.3982,2440789877.9091687,1084129123.2221823
14,764294540.0,-5.946650763398609e-08,-9.742140566202577e-10,-4.3271862957893687e-10,149005222542.03314,2441088069.3339276,1084263029.1213408
15,764294550.0,-5.946651771056632e-08,-9.743333820046185e-10,-4.327721902836345e-10,149005201119.75613,2441386298.2512236,1084396896.5210192
16,764294560.0,-5.946652777621099e-08,-9.744527221500364e-10,-4.328257355281413e-10,149005179709.61148,2441684564.616055,1084530725.38591
17,764294570.0,-5.946653783088582e-08,-9.745720770375997e-10,-4.328792652979437e-10,149005158311.64346,2441982868.38337,1084664515.6807373
18,764294580.0,-5.9466547874556406e-08,-9.746914466483747e-10,-4.3293277957853954e-10,149005136925.8964,2442281209.5080686,1084798267.3702567
19,764294590.0,-5.9466557907188566e-08,-9.748108309634099e-10,-4.3298627835544076e-10,149005115552.41452,2442579587.9449997,1084931980.4192545
20,764294600.0,-5.946656792874798e-08,-9.74930229963733e-10,-4.330397616141709e-10,149005094191.24216,2442878003.6489644,1085065654.79255
21,764294610.0,-5.946657793920041e-08,-9.750496436303527e-10,-4.330932293402661e-10,149005072842.42355,2443176456.574715,1085199290.4549925
22,764294620.0,-5.9466587938511576e-08,-9.751690719442556e-10,-4.331466815192749e-10,149005051506.00293,2443474946.6769524,1085332887.3714633
23,764294630.0,-5.9466597926647115e-08,-9.75288514886408e-10,-4.332001181367568e-10,149005030182.0247,2443773473.9103303,1085466445.5068743
24,764294640.0,-5.946660790357285e-08,-9.754079724377587e-10,-4.332535391782862e-10,149005008870.533,2444072038.22945,1085599964.8261702
25,764294650.0,-5.9466617869254446e-08,-9.75527444579233e-10,-4.3330694462944745e-10,149004987571.5722,2444370639.5888667,1085733445.2943258
26,764294660.0,-5.946662782365767e-08,-9.756469312917387e-10,-4.333603344758391e-10,149004966285.18652,2444669277.9430823,1085866886.8763478
27,764294670.0,-5.946663776674824e-08,-9.757664325561616e-10,-4.3341370870307095e-10,149004945011.42026,2444967953.2465525,1086000289.5372744
28,764294680.0,-5.9466647698492004e-08,-9.7588594835337e-10,-4.334670672967664e-10,149004923750.31754,2445266665.453679,1086133653.2421741
29,764294690.0,-5.946665761885451e-08,-9.760054786642056e-10,-4.3352041024255865e-10,149004902501.92282,2445565414.518817,1086266977.9561481
30,764294700.0,-5.946666752780168e-08,-9.761250234694978e-10,-4.335737375260967e-10,149004881266.2802,2445864200.39627,1086400263.6443286
31,764294710.0,-5.946667742529915e-08,-9.76244582750048e-10,-4.3362704913303885e-10,149004860043.43405,2446163023.040291,1086533510.2718785
