,Time,ax SRP [m/s^2],ay SRP [m/s^2],az SRP [m/s^2],rx Sun [m],ry Sun [m],rz Sun [m]
0,764294400.0,-5.9452521612218896e-08,-9.739817277947973e-10,-4.211146259847621e-10,149023058629.1374,2441372244.4203563,1055561444.5934058
1,764294410.0,-5.9452488116089854e-08,-9.741014018927634e-10,-4.2115534095014256e-10,149023092115.93448,2441674142.5703254,1055664332.2812489
2,764294420.0,-5.9452454663591585e-08,-9.742211044221722e-10,-4.2119607258742113e-10,149023125544.90887,2441976109.7217336,1055767260.7361093
3,764294430.0,-5.945242125481232e-08,-9.743408353027796e-10,-4.2123682091182733e-10,149023158915.95377,2442278145.6672173,1055870229.9935886
4,764294440.0,-5.945238788983987e-08,-9.74460594454322e-10,-4.2127758593844795e-10,149023192228.96286,2442580250.1993837,1055973240.0889415
5,764294450.0,-5.945235456876154e-08,-9.745803817965116e-10,-4.2131836768222604e-10,149023225483.83047,2442882423.110809,1056076291.0570738
6,764294460.0,-5.945232129166426e-08,-9.747001972490424e-10,-4.2135916615796314e-10,149023258680.45154,2443184664.194044,1056179382.9325471
7,764294470.0,-5.945228805863438e-08,-9.748200407315853e-10,-4.213999813803168e-10,149023291818.7216,2443486973.241615,1056282515.749576
8,764294480.0,-5.945225486975777e-08,-9.749399121637946e-10,-4.2144081336380274e-10,149023324898.53677,2443789350.0460258,1056385689.5420299
9,764294490.0,-5.945222172511985e-08,-9.750598114653034e-10,-4.214816621227949e-10,149023357919.79388,2444091794.3997617,1056488904.3434361
10,764294500.0,-5.945218862480553e-08,-9.751797385557323e-10,-4.2152252767152603e-10,149023390882.39026,2444394306.0952935,1056592160.1869785
11,764294510.0,-5.9452155568899404e-08,-9.75299693354685e-10,-4.2156341002408857e-10,149023423786.22372,2444696884.925074,1056695457.1054981
12,764294520.0,-5.945212255748535e-08,-9.754196757817465e-10,-4.216043091944322e-10,149023456631.193,2444999530.681546,1056798795.1314958
13,764294530.0,-5.945208959064696e-08,-9.75539685756492e-10,-4.2164522519636794e-10,149023489417.1971,2445302243.1571426,1056902174.2971317
14,764294540.0,-5.945205666846725e-08,-9.756597231984823e-10,-4.2168615804356635e-10,149023522144.13583,2445605022.1442904,1057005594.6342268
15,764294550.0,-5.945202379102885e-08,-9.757797880272652e-10,-4.217271077495584e-10,149023554811.90952,2445907867.4354095,1057109056.1742638
16,764294560.0,-5.945199095841387e-08,-9.758998801623786e-10,-4.217680743277358e-10,149023587420.41904,2446210778.822919,1057212558.9483876
17,764294570.0,-5.9451958170703935e-08,-9.760199995233499e-10,-4.21809057791351e-10,149023619969.56598,2446513756.099238,1057316102.9874066
18,764294580.0,-5.945192542798022e-08,-9.761401460296964e-10,-4.2185005815351843e-10,149023652459.25244,2446816799.056788,1057419688.3217938
19,764294590.0,-5.945189273032349e-08,-9.762603196009289e-10,-4.2189107542721424e-10,149023684889.38113,2447119907.4879937,1057523314.9816862
20,764294600.0,-5.945186007781392e-08,-9.763805201565482e-10,-4.2193210962527643e-10,149023717259.85538,2447423081.1852884,1057626982.9968885
21,764294610.0,-5.945182747053135e-08,-9.765007476160526e-10,-4.219731607604062e-10,149023749570.57898,2447726319.9411144,1057730692.3968711
22,764294620.0,-5.94517949085551e-08,-9.766210018989316e-10,-4.220142288451677e-10,149023781821.45642,2448029623.5479245,1057834443.210773
23,764294630.0,-5.945176239196396e-08,-9.7674128292467e-10,-4.2205531389198697e-10,149023814012.39288,2448332991.798187,1057938235.4674014
24,764294640.0,-5.945172992083639e-08,-9.76861590612752e-10,-4.22096415913156e-10,149023846143.29388,2448636424.484384,1058042069.195234
25,764294650.0,-5.945169749525027e-08,-9.76981924882656e-10,-4.2213753492082887e-10,149023878214.06573,2448939921.399019,1058145944.4224182
26,764294660.0,-5.945166511528309e-08,-9.7710228565386e-10,-4.221786709270253e-10,149023910224.6152,2449243482.3346124,1058249861.176774
27,764294670.0,-5.945163278101185e-08,-9.772226728458408e-10,-4.222198239436295e-10,149023942174.84973,2449547107.0837107,1058353819.4857931
28,764294680.0,-5.945160049251311e-08,-9.773430863780761e-10,-4.222609939823908e-10,149023974064.67722,2449850795.438884,1058457819.3766403
29,764294690.0,-5.945156824986292e-08,-9.774635261700417e-10,-4.223021810549236e-10,149024005894.00632,2450154547.192729,1058561860.8761556
30,764294700.0,-5.945153605313696e-08,-9.775839921412189e-10,-4.2234338517270967e-10,149024037662.7461,2450458362.1378727,1058665944.010854
31,764294710.0,-5.9451503902410326e-08,-9.777044842110877e-10,-4.2238460634709515e-10,149024069370.80634,2450762240.0669737,1058770068.8069264
32,764294720.0,-5.9451471797757813e-08,-9.778250022991353e-10,-4.224258445892946e-10,149024101018.0973,2451066180.7727237,1058874235.2902405
33,764294730.0,-5.9451439739253674e-08,-9.77945546324852e-10,-4.224670999103889e-10,149024132604.5298,2451370184.047852,1058978443.4863422
34,764294740.0,-5.94514077269717e-08,-9.78066116207732e-10,-4.2250837232132636e-10,149024164130.01532,2451674249.6851234,1059082693.4204571
35,764294750.0,-5.9451375760985224e-08,-9.781867118672764e-10,-4.2254966183292304e-10,149024195594.4659,2451978377.4773445,1059186985.1174898
36,764294760.0,-5.945134384136722e-08,-9.783073332229951e-10,-4.2259096845586386e-10,149024226997.7941,2452282567.217364,1059291318.6020257
37,764294770.0,-5.9451311968190076e-08,-9.78427980194403e-10,-4.226322922007015e-10,149024258339.91306,2452586818.6980743,1059395693.8983324
38,764294780.0,-5.945128014152573e-08,-9.785486527010238e-10,-4.226736330778573e-10,149024289620.73657,2452891131.7124157,1059500111.0303601
