,Time,ax SRP [m/s^2],ay SRP [m/s^2],az SRP [m/s^2],rx Sun [m],ry Sun [m],rz Sun [m]
0,764294400.0,0.0,0.0,0.0,149034726281.5612,2456210417.82181,1058165895.1739724
1,764294410.0,0.0,0.0,0.0,149034736015.99176,2456517454.4797187,1058303965.9005624
2,764294420.0,0.0,0.0,0.0,149034745682.78204,2456824488.984135,1058442052.9645438
3,764294430.0,0.0,0.0,0.0,149034755281.9566,2457131521.242569,1058580156.29756
4,764294440.0,0.0,0.0,0.0,149034764813.54013,2457438551.162687,1058718275.8313243
5,764294450.0,0.0,0.0,0.0,149034774277.55734,2457745578.6523085,1058856411.4976175
6,764294460.0,0.0,0.0,0.0,149034783674.03323,2458052603.6194067,1058994563.2282906
7,764294470.0,0.0,0.0,0.0,149034793002.99283,2458359625.97211,1059132730.9552628
8,764294480.0,0.0,0.0,0.0,149034802264.4613,2458666645.6186976,1059270914.6105211
9,764294490.0,0.0,0.0,0.0,149034811458.46402,2458973662.467604,1059409114.1261232
10,764294500.0,0.0,0.0,0.0,149034820585.0264,2459280676.427419,1059547329.4341947
11,764294510.0,0.0,0.0,0.0,149034829644.17392,2459587687.406881,1059685560.4669296
12,764294520.0,0.0,0.0,0.0,149034838635.93237,2459894695.3148823,1059823807.1565915
13,764294530.0,0.0,0.0,0.0,149034847560.32748,2460201700.060469,1059962069.4355121
14,764294540.0,0.0,0.0,0.0,149034856417.38528,2460508701.5528393,1060100347.2360923
15,764294550.0,0.0,0.0,0.0,149034865207.13174,2460815699.701342,1060238640.490802
16,764294560.0,0.0,0.0,0.0,149034873929.5931,2461122694.4154787,1060376949.1321796
17,764294570.0,0.0,0.0,0.0,149034882584.79565,2461429685.6049023,1060515273.0928323
18,764294580.0,0.0,0.0,0.0,149034891172.76584,2461736673.179418,1060653612.3054364
19,764294590.0,0.0,0.0,0.0,149034899693.53018,2462043657.0489817,1060791966.7027361
20,764294600.0,0.0,0.0,0.0,149034908147.11542,2462350637.123698,1060930336.2175459
21,764294610.0,0.0,0.0,0.0,149034916533.54825,2462657613.313827,1061068720.7827475
22,764294620.0,0.0,0.0,0.0,149034924852.8556,2462964585.5297747,1061207120.3312926
23,764294630.0,0.0,0.0,0.0,149034933105.0646,2463271553.6821003,1061345534.7962008
24,764294640.0,0.0,0.0,0.0,149034941290.2023,2463578517.6815114,1061483964.1105609
25,764294650.0,0.0,0.0,0.0,149034949408.29605,2463885477.438867,1061622408.2075303
26,764294660.0,0.0,0.0,0.0,149034957459.3732,2464192432.8651743,1061760867.0203352
27,764294670.0,0.0,0.0,0.0,149034965443.46127,2464499383.8715916,1061899340.4822705
28,764294680.0,0.0,0.0,0.0,149034973360.58783,2464806330.3694243,1062037828.5266994
29,764294690.0,0.0,0.0,0.0,149034981210.78073,2465113272.2701287,1062176331.0870544
30,764294700.0,0.0,0.0,0.0,149034988994.06772,2465420209.4853086,1062314848.0968366
31,764294710.0,0.0,0.0,0.0,149034996710.47687,2465727141.9267178,1062453379.4896154
32,764294720.0,0.0,0.0,0.0,149035004360.03622,2466034069.506256,1062591925.1990288
33,764294730.0,0.0,0.0,0.0,149035011942.77396,2466340992.1359754,1062730485.1587834
34,764294740.0,0.0,0.0,0.0,149035019458.71844,2466647909.7280707,1062869059.3026555
35,764294750.0,0.0,0.0,0.0,149035026907.8981,2466954822.194888,1063007647.5644884
36,764294760.0,0.0,0.0,0.0,149035034290.34143,2467261729.44892,1063146249.8781948
