CDM ID,Creation Time,Danger Flag,TCA since J2000 [s],Euclidean miss distance,Mahalanobis miss distance,Probability of collision,NORAD ID 1,NORAD ID 2,Radar Cross-Section 1 [m^2],Radar Cross-Section 2 [m^2],Volume 1 [m^3],Volume 2 [m^3],Position 1 [m],Position 2 [m],Velocity 1 [m/s],Velocity 2 [m/s],Covariance 1,Covariance 2,Relative Position RSW [m],Relative Velocity RSW [m/s]
2,2024-03-21 12:00:00,yes,764413200.2453611,807.8291882336971,18.40841453185781,1.22e-11,36585,91438,13.73,1.0,38.270982011587044,0.752252778063675,"[8191465.737040292, -14872764.84461031, 20016215.159790825]","[8192234.427998663, -14872580.057584282, 20016049.159902595]","[2469.4760727203593, 2836.341165420929, 1104.7472962861414]","[2787.5367345410345, -1129.6128927394932, -1841.4391751445783]","[[1419120.6811560171, 1998673.5086303812, 275087.35553038993, -66.1745166102664, 232.01288061607178, -265.5350585994695], [1998673.5086303814, 2815033.5051201456, 387426.4432910523, -93.19426554815473, 326.77642002199997, -373.9859662798606], [275087.35553038993, 387426.4432910549, 53381.91655227254, -12.833140970012236, 44.971789677406846, -51.473626630058995], [-66.17451661026365, -93.19426554819893, -12.833140970019755, 0.0030877750740190934, -0.010818358094955594, 0.012381894370082035], [232.01288061607224, 326.77642002199974, 44.97178967740317, -0.01081835809495783, 0.03793423933574774, -0.043413359625037194], [-265.53505859946995, -373.98596627986046, -51.47362663005707, 0.012381894370082022, -0.04341335962503754, 0.049686754383521735]]","[[831537.7622291897, -307924.66780932894, -793231.0468222419, -46.78630206053842, 108.97954029150296, -180.61979944304431], [-307924.66780933173, 114049.03418970939, 293752.66053823614, 17.326817600761974, -40.35600258296496, 66.88735930430295], [-793231.0468222307, 293752.660538236, 756789.0103884054, 44.63214015268195, -103.96459177592959, 172.32004888203718], [-46.786302060538446, 17.326817600762002, 44.63214015268133, 0.002633628033170895, -0.006131648022031961, 0.01016254701135124], [108.97954029150293, -40.356002582964706, -103.96459177592985, -0.006131648022031959, 0.014284040679123209, -0.023672997442267436], [-180.61979944304386, 66.88735930430258, 172.3200488820404, 0.010162547011351445, -0.02367299744226744, 0.03923878244754451]]","[-8.599654156714678, -571.2115914426154, 571.1666666673517]","[-99.76381576972418, 3500.001650615803, 3500.0006467468033]"
