CDM ID,Creation Time,Danger Flag,TCA since J2000 [s],Euclidean miss distance,Mahalanobis miss distance,Probability of collision,NORAD ID 1,NORAD ID 2,Radar Cross-Section 1 [m^2],Radar Cross-Section 2 [m^2],Volume 1 [m^3],Volume 2 [m^3],Position 1 [m],Position 2 [m],Velocity 1 [m/s],Velocity 2 [m/s],Covariance 1,Covariance 2,Relative Position RSW [m],Relative Velocity RSW [m/s]
3,2024-03-21 12:00:00,yes,764431200.2969991,739.9744259795356,1.8601464541965675,1.01e-05,36585,91518,13.73,1.0,38.270982011587044,0.752252778063675,"[948269.2075839947, 22777861.03354611, -14186567.241507199]","[948264.2724808773, 22778262.410510503, -14185945.60308471]","[-2688.5123024960053, -1347.202049748433, -2374.625690969351]","[2261.563875711813, -1392.892481582711, -2306.2550901735467]","[[4024874.345177911, 2148433.4669829486, 3618662.583294049, 25.817817744547195, 678.1724806196095, -460.8821523238797], [2148433.466982944, 1146838.6531644205, 1931627.6085522436, 13.781376351750517, 362.00494347179045, -246.01446082168508], [3618662.5832940512, 1931627.6085522473, 3253497.3335193754, 23.209804421609643, 609.7326758742057, -414.3693351723238], [25.81781774454731, 13.781376351750533, 23.209804421609665, 0.00016680982949206528, 0.004350030871451789, -0.0029562506972664417], [678.1724806196095, 362.0049434717904, 609.7326758742058, 0.004350030871451775, 0.1142707356256585, -0.07765659595049619], [-460.8821523238797, -246.01446082168178, -414.36933517232336, -0.002956250697266501, -0.07765659595049629, 0.052776021961208536]]","[[4327364.704315085, -3071234.925755163, -4234142.312709212, 0.22642836425814195, -909.0082224141039, 571.5037937450204], [-3071234.925755163, 2179743.166898948, 3005076.0105673242, -0.16314643642203686, 645.1466496881867, -405.61158831495993], [-4234142.31270922, 3005076.0105673233, 4142944.7114685285, -0.22286891984319301, 889.4266011849896, -559.1938285540357], [0.22642836425825238, -0.1631464364224943, -0.22286891984371812, 1.603214505269187e-06, -4.775093783427581e-05, 3.041398996609125e-05], [-909.0082224141039, 645.1466496881864, 889.4266011849945, -4.775093783425297e-05, 0.19094820419789937, -0.1200506606334403], [571.5037937450203, -405.61158831496004, -559.1938285540347, 3.0413989966115717e-05, -0.12005066063344062, 0.07547873376514733]]","[-11.877056010067463, 522.9656233037335, -523.381355692917]","[-99.93321774752894, 3500.0037645629127, 3500.000474958677]"
