Key,time_array,state_array,covariance_array
45551,"[7.64294400e+08 7.64294410e+08 7.64294435e+08 ... 7.64467114e+08
 7.64467195e+08 7.64467200e+08]","[[[ 1.36052806e+06]
  [ 6.66887943e+06]
  [ 1.27493970e+06]
  [-4.75600281e+03]
  [-1.69148139e+02]
  [ 5.91319552e+03]]

 [[ 1.31288718e+06]
  [ 6.66678749e+06]
  [ 1.33399365e+06]
  [-4.77206808e+03]
  [-2.49282597e+02]
  [ 5.89747533e+03]]

 [[ 1.19359160e+06]
  [ 6.65809776e+06]
  [ 1.48032014e+06]
  [-4.80957451e+03]
  [-4.48666286e+02]
  [ 5.85524908e+03]]

 ...

 [[-1.55943115e+06]
  [ 4.70314602e+06]
  [ 4.82817181e+06]
  [-5.11940440e+03]
  [-4.75546533e+03]
  [ 2.97044089e+03]]

 [[-1.96404519e+06]
  [ 4.30347479e+06]
  [ 5.04769605e+06]
  [-4.94932550e+03]
  [-5.19025911e+03]
  [ 2.49237154e+03]]

 [[-1.98980011e+06]
  [ 4.27636207e+06]
  [ 5.06059953e+06]
  [-4.93695342e+03]
  [-5.21710853e+03]
  [ 2.46065182e+03]]]","[[[ 9.77823309e-01 -6.93109810e-02 -3.84612893e-03  4.36211195e-05
    1.08709862e-05 -4.71425887e-05]
  [-6.93109812e-02  1.43593293e+00 -2.45056318e-02 -7.74311480e-05
   -3.75360175e-05 -8.00769728e-05]
  [-3.84612894e-03 -2.45056318e-02  9.65439216e-01  2.26643583e-05
   -2.98002968e-05 -5.40578084e-05]
  [ 4.36211195e-05 -7.74311461e-05  2.26643582e-05  9.68008623e-07
    1.17001354e-08  9.87119422e-08]
  [ 1.08709862e-05 -3.75360175e-05 -2.98002968e-05  1.17001354e-08
    9.67058061e-07 -2.72871576e-08]
  [-4.71425887e-05 -8.00769734e-05 -5.40578084e-05  9.87119418e-08
   -2.72871576e-08  8.19074827e-07]]

 [[ 9.85191381e-01 -1.97785338e-02  2.64581540e-03  2.73120374e-05
    1.64232113e-05  2.07813949e-05]
  [-1.97785339e-02  8.11916324e-01 -6.07504625e-02  1.67274419e-04
   -1.27040606e-05  2.58295891e-05]
  [ 2.64581534e-03 -6.07504624e-02  9.63769915e-01  3.96132819e-05
   -2.54420406e-05 -2.38120451e-05]
  [ 2.73120374e-05  1.67274419e-04  3.96132819e-05  8.73829436e-07
    1.55473503e-08  9.03346204e-08]
  [ 1.64232113e-05 -1.27040606e-05 -2.54420406e-05  1.55473503e-08
    9.65827587e-07 -3.26515763e-08]
  [ 2.07813950e-05  2.58295850e-05 -2.38120450e-05  9.03346207e-08
   -3.26515763e-08  1.32060623e-06]]

 [[ 9.80107870e-01 -4.17490095e-02  1.58940160e-04  3.07270206e-05
    2.95717472e-05 -2.49791199e-05]
  [-4.17490095e-02  8.12380202e-01 -8.39566140e-03  2.07715099e-04
    4.70130859e-05  4.88086360e-05]
  [ 1.58940135e-04 -8.39566125e-03  1.00113565e+00  4.58626509e-05
   -1.27483648e-05  8.32705517e-05]
  [ 3.07270206e-05  2.07715099e-04  4.58626509e-05  8.68954489e-07
    2.85153699e-08  1.45136667e-07]
  [ 2.95717472e-05  4.70130859e-05 -1.27483648e-05  2.85153699e-08
    9.67466907e-07 -4.23638921e-08]
  [-2.49791200e-05  4.88086341e-05  8.32705517e-05  1.45136667e-07
   -4.23638921e-08  1.34814206e-06]]

 ...

 [[ 2.99321632e+06  2.72154929e+06 -1.73873207e+06 -1.09593088e+03
    3.24427429e+03  3.41404409e+03]
  [ 2.72154926e+06  2.47457699e+06 -1.58092182e+06 -9.96462613e+02
    2.94985888e+03  3.10418133e+03]
  [-1.73873207e+06 -1.58092179e+06  1.01001479e+06  6.36616738e+02
   -1.88456753e+03 -1.98318762e+03]
  [-1.09593087e+03 -9.96462584e+02  6.36616738e+02  4.01263144e-01
   -1.18785236e+00 -1.25001164e+00]
  [ 3.24427432e+03  2.94985889e+03 -1.88456753e+03 -1.18785238e+00
    3.51642847e+00  3.70039831e+00]
  [ 3.41404410e+03  3.10418135e+03 -1.98318761e+03 -1.25001166e+00
    3.70039834e+00  3.89403931e+00]]

 [[ 2.79750641e+06  2.87131950e+06 -1.40941329e+06 -1.33153588e+03
    2.86252909e+03  3.44182541e+03]
  [ 2.87131953e+06  2.94712568e+06 -1.44659982e+06 -1.36667029e+03
    2.93810112e+03  3.53264378e+03]
  [-1.40941328e+06 -1.44659984e+06  7.10078389e+05  6.70842322e+02
   -1.44217056e+03 -1.73402826e+03]
  [-1.33153589e+03 -1.36667027e+03  6.70842312e+02  6.33775348e-01
   -1.36248635e+00 -1.63821373e+00]
  [ 2.86252914e+03  2.93810112e+03 -1.44217056e+03 -1.36248640e+00
    2.92910521e+00  3.52182874e+00]
  [ 3.44182547e+03  3.53264385e+03 -1.73402827e+03 -1.63821377e+00
    3.52182871e+00  4.23454537e+00]]

 [[ 2.78341833e+06  2.87984986e+06 -1.38885627e+06 -1.34572727e+03
    2.83681716e+03  3.44148640e+03]
  [ 2.87984986e+06  2.97966686e+06 -1.43697132e+06 -1.39235129e+03
    2.93514150e+03  3.56072154e+03]
  [-1.38885628e+06 -1.43697132e+06  6.93005802e+05  6.71484783e+02
   -1.41549852e+03 -1.71721594e+03]
  [-1.34572727e+03 -1.39235129e+03  6.71484762e+02  6.50633302e-01
   -1.37154596e+00 -1.66388982e+00]
  [ 2.83681711e+03  2.93514152e+03 -1.41549852e+03 -1.37154594e+00
    2.89128246e+00  3.50751469e+00]
  [ 3.44148631e+03  3.56072155e+03 -1.71721591e+03 -1.66388982e+00
    3.50751473e+00  4.25513968e+00]]]"
40940,"[7.64294400e+08 7.64294410e+08 7.64294450e+08 7.64294610e+08
 7.64295250e+08 7.64296250e+08 7.64297250e+08 7.64298250e+08
 7.64299250e+08 7.64300250e+08 7.64301250e+08 7.64302250e+08
 7.64302986e+08 7.64303619e+08 7.64304619e+08 7.64305619e+08
 7.64306619e+08 7.64307419e+08 7.64308419e+08 7.64309419e+08
 7.64310419e+08 7.64311419e+08 7.64312419e+08 7.64313419e+08
 7.64314419e+08 7.64315419e+08 7.64316419e+08 7.64317419e+08
 7.64318419e+08 7.64319419e+08 7.64320419e+08 7.64321419e+08
 7.64322419e+08 7.64323419e+08 7.64324419e+08 7.64325419e+08
 7.64326399e+08 7.64327399e+08 7.64328399e+08 7.64329399e+08
 7.64330399e+08 7.64331399e+08 7.64332399e+08 7.64333399e+08
 7.64334399e+08 7.64335399e+08 7.64336399e+08 7.64337399e+08
 7.64338399e+08 7.64339399e+08 7.64340399e+08 7.64341399e+08
 7.64342399e+08 7.64343399e+08 7.64344399e+08 7.64345399e+08
 7.64346399e+08 7.64347399e+08 7.64348395e+08 7.64349395e+08
 7.64350395e+08 7.64351395e+08 7.64352395e+08 7.64353395e+08
 7.64354395e+08 7.64355395e+08 7.64356395e+08 7.64357395e+08
 7.64358395e+08 7.64359395e+08 7.64360395e+08 7.64361395e+08
 7.64362395e+08 7.64363395e+08 7.64364395e+08 7.64365395e+08
 7.64366395e+08 7.64367395e+08 7.64368395e+08 7.64369395e+08
 7.64370395e+08 7.64371395e+08 7.64372395e+08 7.64373395e+08
 7.64374395e+08 7.64375395e+08 7.64376395e+08 7.64377395e+08
 7.64378395e+08 7.64379395e+08 7.64380395e+08 7.64381395e+08
 7.64382395e+08 7.64383395e+08 7.64384395e+08 7.64385395e+08
 7.64386395e+08 7.64387395e+08 7.64388395e+08 7.64388862e+08
 7.64389280e+08 7.64390175e+08 7.64391084e+08 7.64392084e+08
 7.64392790e+08 7.64393531e+08 7.64394140e+08 7.64395140e+08
 7.64396140e+08 7.64397140e+08 7.64398140e+08 7.64399140e+08
 7.64400140e+08 7.64401140e+08 7.64402140e+08 7.64403140e+08
 7.64404140e+08 7.64405140e+08 7.64406140e+08 7.64407140e+08
 7.64408140e+08 7.64409140e+08 7.64410140e+08 7.64411140e+08
 7.64412140e+08 7.64413140e+08 7.64414140e+08 7.64415140e+08
 7.64416140e+08 7.64417140e+08 7.64418140e+08 7.64419140e+08
 7.64420140e+08 7.64421140e+08 7.64422140e+08 7.64423140e+08
 7.64424140e+08 7.64425140e+08 7.64426140e+08 7.64427140e+08
 7.64428140e+08 7.64429140e+08 7.64430140e+08 7.64431140e+08
 7.64432140e+08 7.64433140e+08 7.64434112e+08 7.64435112e+08
 7.64436112e+08 7.64437112e+08 7.64438112e+08 7.64439112e+08
 7.64440112e+08 7.64441112e+08 7.64442112e+08 7.64443112e+08
 7.64444112e+08 7.64445112e+08 7.64446112e+08 7.64447112e+08
 7.64448112e+08 7.64449112e+08 7.64450112e+08 7.64451112e+08
 7.64452112e+08 7.64453112e+08 7.64454112e+08 7.64455112e+08
 7.64456112e+08 7.64457112e+08 7.64458112e+08 7.64459112e+08
 7.64460112e+08 7.64461112e+08 7.64462112e+08 7.64463112e+08
 7.64464112e+08 7.64465112e+08 7.64466112e+08 7.64467112e+08
 7.64467200e+08]","[[[-3.20227319e+07]
  [ 2.74399446e+07]
  [ 6.89069698e+04]
  [-2.00052273e+03]
  [-2.33427393e+03]
  [ 5.17086287e+00]]

 [[-3.20427288e+07]
  [ 2.74165944e+07]
  [ 6.89586631e+04]
  [-1.99882030e+03]
  [-2.33573170e+03]
  [ 5.16723374e+00]]

 [[-3.21225445e+07]
  [ 2.73230493e+07]
  [ 6.91650579e+04]
  [-1.99199982e+03]
  [-2.34155056e+03]
  [ 5.15269055e+00]]

 ...

 [[-3.07568512e+07]
  [ 2.88518604e+07]
  [ 6.48850120e+04]
  [-2.10342499e+03]
  [-2.24196827e+03]
  [ 5.56469095e+00]]

 [[-3.27767189e+07]
  [ 2.65352364e+07]
  [ 7.02731348e+04]
  [-1.93451970e+03]
  [-2.38922532e+03]
  [ 5.20679705e+00]]

 [[-3.29469171e+07]
  [ 2.63236430e+07]
  [ 7.07316162e+04]
  [-1.91909251e+03]
  [-2.40163352e+03]
  [ 5.17382802e+00]]]","[[[ 1.07109294e+00  3.72282452e-01 -1.15933578e-04 -1.12842917e-04
   -4.18487003e-05  1.96045443e-07]
  [ 3.72282452e-01  2.64215328e+00 -5.81711321e-04 -1.93806493e-04
   -1.21253546e-04  1.32695404e-07]
  [-1.15933577e-04 -5.81711317e-04  9.94976598e-01  2.27121429e-07
    5.78254006e-08  2.32959301e-09]
  [-1.12842917e-04 -1.93806494e-04  2.27121429e-07  8.29724987e-08
   -3.33096700e-08  1.06475523e-09]
  [-4.18487006e-05 -1.21253546e-04  5.78254011e-08 -3.33096699e-08
    8.33944798e-08  2.06319995e-10]
  [ 1.96045443e-07  1.32695404e-07  2.32959301e-09  1.06475523e-09
    2.06319995e-10  5.17795004e-07]]

 [[ 1.11761971e+00  7.21733316e-01 -2.09544713e-03 -9.58886011e-05
   -8.32745291e-05  3.55491242e-07]
  [ 7.21733309e-01  3.72414272e+00 -8.91204529e-03 -9.87716963e-05
   -2.70909097e-04  7.02307712e-07]
  [-2.09544716e-03 -8.91204540e-03  9.95055959e-01  5.17164329e-07
    1.02436750e-06  5.12510902e-06]
  [-9.58886011e-05 -9.87716963e-05  5.17164329e-07  6.23989299e-08
   -4.15886077e-08  1.05619015e-09]
  [-8.32745300e-05 -2.70909099e-04  1.02436750e-06 -4.15886077e-08
    1.02952951e-07  1.38082208e-10]
  [ 3.55491242e-07  7.02307716e-07  5.12510902e-06  1.05619015e-09
    1.38082210e-10  5.17794912e-07]]

 [[ 2.18310732e+00 -4.05258082e-01 -1.51315089e-03 -5.71993791e-05
    3.25504745e-05 -7.81019095e-08]
  [-4.05258081e-01  1.06539660e+00  3.16450602e-04  2.32423687e-06
    4.26310052e-05  6.11504336e-08]
  [-1.51315088e-03  3.16450602e-04  9.96259550e-01  2.00675416e-07
   -2.84593569e-08  2.56278206e-05]
  [-5.71993792e-05  2.32423687e-06  2.00675416e-07  5.82708120e-08
   -5.38490902e-08  1.08272608e-09]
  [ 3.25504743e-05  4.26310052e-05 -2.84593568e-08 -5.38490902e-08
    6.69728702e-08  2.14544323e-10]
  [-7.81019093e-08  6.11504331e-08  2.56278206e-05  1.08272608e-09
    2.14544323e-10  5.17788238e-07]]

 ...

 [[ 3.25931774e+04  4.52957258e+04 -9.59655897e+01 -2.89690429e+00
    3.11427315e+00  5.17808183e-03]
  [ 4.52957258e+04  6.30126067e+04 -1.33429079e+02 -4.02882232e+00
    4.33389142e+00  7.19801649e-03]
  [-9.59655895e+01 -1.33429080e+02  1.46818916e+00  8.53174392e-03
   -9.17532948e-03 -3.27208458e-04]
  [-2.89690430e+00 -4.02882234e+00  8.53174416e-03  2.57659215e-04
   -2.77109042e-04 -4.59212997e-07]
  [ 3.11427311e+00  4.33389139e+00 -9.17532960e-03 -2.77109042e-04
    2.98149083e-04  4.95138522e-07]
  [ 5.17808184e-03  7.19801660e-03 -3.27208459e-04 -4.59213003e-07
    4.95138525e-07  5.17463719e-07]]

 [[ 2.72343728e+04  4.44834699e+04 -8.18131136e+01 -2.90776946e+00
    2.71418876e+00  5.44033036e-03]
  [ 4.44834699e+04  7.27447326e+04 -1.33702833e+02 -4.75399728e+00
    4.44082703e+00  8.88933606e-03]
  [-8.18131142e+01 -1.33702831e+02  1.31911905e+00  8.73941440e-03
   -8.15942462e-03  1.83538379e-04]
  [-2.90776946e+00 -4.75399730e+00  8.73941437e-03  3.10744541e-04
   -2.90223632e-04 -5.79891225e-07]
  [ 2.71418870e+00  4.44082702e+00 -8.15942460e-03 -2.90223632e-04
    2.71175241e-04  5.42708072e-07]
  [ 5.44033043e-03  8.88933629e-03  1.83538379e-04 -5.79891224e-07
    5.42708080e-07  5.18324388e-07]]

 [[ 2.53834500e+04  4.27717971e+04 -8.06475724e+01 -2.82845139e+00
    2.60223952e+00  5.26009959e-03]
  [ 4.27717976e+04  7.21654010e+04 -1.35989438e+02 -4.77104580e+00
    4.39312221e+00  8.86669809e-03]
  [-8.06475735e+01 -1.35989436e+02  1.36892173e+00  8.99208522e-03
   -8.27639245e-03  2.28337118e-04]
  [-2.82845138e+00 -4.77104574e+00  8.99208529e-03  3.15482626e-04
   -2.90453097e-04 -5.85135329e-07]
  [ 2.60223955e+00  4.39312221e+00 -8.27639229e-03 -2.90453098e-04
    2.67526494e-04  5.39795529e-07]
  [ 5.26009954e-03  8.86669797e-03  2.28337118e-04 -5.85135328e-07
    5.39795523e-07  5.18118613e-07]]]"
20580,"[7.64294400e+08 7.64294410e+08 7.64294434e+08 ... 7.64467105e+08
 7.64467173e+08 7.64467200e+08]","[[[-3.83181269e+06]
  [-5.53864710e+06]
  [ 1.46753896e+06]
  [ 6.03724924e+03]
  [-3.31215157e+03]
  [ 3.23596486e+03]]

 [[-3.77120811e+06]
  [-5.57143071e+06]
  [ 1.49980839e+06]
  [ 6.08356622e+03]
  [-3.24446974e+03]
  [ 3.21783696e+03]]

 [[-3.62232527e+06]
  [-5.64811534e+06]
  [ 1.57730456e+06]
  [ 6.19281415e+03]
  [-3.07868764e+03]
  [ 3.17224102e+03]]

 ...

 [[ 6.80007620e+06]
  [ 7.67854254e+04]
  [ 1.10650018e+06]
  [ 4.81973949e+02]
  [ 6.78733813e+03]
  [-3.41237358e+03]]

 [[ 6.81369783e+06]
  [ 5.33275239e+05]
  [ 8.73821939e+05]
  [-7.76507835e+01]
  [ 6.76225805e+03]
  [-3.49400680e+03]]

 [[ 6.80842678e+06]
  [ 7.18799651e+05]
  [ 7.77432530e+05]
  [-3.06000382e+02]
  [ 6.74126807e+03]
  [-3.52176473e+03]]]","[[[ 9.12187051e-01 -1.51051083e-01  2.18794376e-02  4.60597817e-05
   -5.17597453e-05  5.74815495e-05]
  [-1.51051083e-01  7.33705938e-01  8.08393425e-02  2.18575552e-04
   -1.73653959e-04  1.39201839e-04]
  [ 2.18794376e-02  8.08393425e-02  9.79367909e-01  8.60374313e-06
    3.62259619e-05 -2.73668087e-05]
  [ 4.60597822e-05  2.18575552e-04  8.60374268e-06  1.18651936e-06
    3.10290774e-09 -2.90562637e-08]
  [-5.17597451e-05 -1.73653959e-04  3.62259617e-05  3.10290772e-09
    9.19171118e-07  6.09572668e-08]
  [ 5.74815495e-05  1.39201839e-04 -2.73668088e-05 -2.90562637e-08
    6.09572670e-08  9.42242980e-07]]

 [[ 8.95647184e-01 -1.27774583e-01  3.48454441e-02  1.64469503e-04
   -8.01961154e-05  1.00904777e-04]
  [-1.27774583e-01  7.91147755e-01  7.19325009e-02  2.73168734e-04
   -2.00460129e-04  2.25959715e-04]
  [ 3.48454440e-02  7.19325006e-02  9.69394700e-01 -6.66776455e-05
    5.90598737e-05 -5.70849015e-05]
  [ 1.64469502e-04  2.73168734e-04 -6.66776455e-05  8.50755635e-07
    8.63577665e-08 -3.14862178e-08]
  [-8.01961154e-05 -2.00460129e-04  5.90598737e-05  8.63577669e-08
    9.05325219e-07  2.63618549e-08]
  [ 1.00904777e-04  2.25959715e-04 -5.70849013e-05 -3.14862176e-08
    2.63618549e-08  1.05966730e-06]]

 [[ 8.99402445e-01 -1.39101219e-01  4.42311153e-02  1.60960358e-04
   -3.24784559e-05  8.51959711e-05]
  [-1.39101219e-01  7.25802345e-01  1.02976942e-01  2.56172278e-04
   -1.14696229e-04  1.80794685e-04]
  [ 4.42311153e-02  1.02976942e-01  9.72885177e-01 -6.77450024e-05
    4.88358889e-05 -8.20239543e-06]
  [ 1.60960358e-04  2.56172278e-04 -6.77450024e-05  8.21763058e-07
    1.33513510e-07 -1.02680057e-07]
  [-3.24784558e-05 -1.14696229e-04  4.88358889e-05  1.33513510e-07
    8.66421248e-07  1.25173651e-07]
  [ 8.51959715e-05  1.80794684e-04 -8.20239542e-06 -1.02680057e-07
    1.25173651e-07  1.09348096e-06]]

 ...

 [[ 2.98609872e+03  6.23938030e+04 -3.15212815e+04 -7.69635222e+01
   -5.50204177e-01 -1.30058024e+01]
  [ 6.23938038e+04  1.32994984e+06 -6.71942074e+05 -1.64100087e+03
   -1.15349678e+01 -2.77675396e+02]
  [-3.15212815e+04 -6.71942067e+05  3.39492372e+05  8.29098506e+02
    5.82737502e+00  1.40293465e+02]
  [-7.69635216e+01 -1.64100087e+03  8.29098523e+02  2.02481192e+00
    1.42301703e-02  3.42626847e-01]
  [-5.50204183e-01 -1.15349678e+01  5.82737507e+00  1.42301706e-02
    1.02650142e-04  2.40544215e-03]
  [-1.30058024e+01 -2.77675396e+02  1.40293465e+02  3.42626848e-01
    2.40544212e-03  5.79833148e-02]]

 [[ 1.84151565e+03 -4.84695675e+04  2.51883638e+04  6.03448379e+01
    4.38944424e+00  8.16150827e+00]
  [-4.84695675e+04  1.32121368e+06 -6.86500544e+05 -1.64402360e+03
   -1.19931412e+02 -2.21835004e+02]
  [ 2.51883638e+04 -6.86500546e+05  3.56706002e+05  8.54234507e+02
    6.23154933e+01  1.15266656e+02]
  [ 6.03448374e+01 -1.64402361e+03  8.54234503e+02  2.04572402e+00
    1.49229706e-01  2.76047547e-01]
  [ 4.38944420e+00 -1.19931412e+02  6.23154925e+01  1.49229706e-01
    1.08895227e-02  2.01333129e-02]
  [ 8.16150830e+00 -2.21835006e+02  1.15266656e+02  2.76047543e-01
    2.01333130e-02  3.72560757e-02]]

 [[ 6.73122969e+03 -9.35592161e+04  4.91691762e+04  1.16868177e+02
    1.16707617e+01  1.42013659e+01]
  [-9.35592149e+04  1.31330208e+06 -6.90135206e+05 -1.63996713e+03
   -1.63963368e+02 -1.98986318e+02]
  [ 4.91691761e+04 -6.90135213e+05  3.62664879e+05  8.61799345e+02
    8.61614398e+01  1.04568340e+02]
  [ 1.16868175e+02 -1.63996713e+03  8.61799349e+02  2.04790856e+00
    2.04742294e-01  2.48495737e-01]
  [ 1.16707617e+01 -1.63963371e+02  8.61614395e+01  2.04742298e-01
    2.04732843e-02  2.48395558e-02]
  [ 1.42013661e+01 -1.98986322e+02  1.04568340e+02  2.48495741e-01
    2.48395560e-02  3.01604175e-02]]]"
